timestamp,datetime,value,cash
1514764800000,2018-01-01 00:00,10000.0,10000.0
1517443200000,2018-02-01 00:00,8486.480089773959,1000.0
1520121600000,2018-03-04 00:00,7623.537052522334,7623.537052522334
1522800000000,2018-04-04 00:00,7623.537052522334,7623.537052522334
1525478400000,2018-05-05 00:00,11750.367994138463,762.3537052522333
1528156800000,2018-06-05 00:00,8497.559173731235,8497.559173731235
1530835200000,2018-07-06 00:00,8497.559173731235,8497.559173731235
1533513600000,2018-08-06 00:00,8277.295106521411,8277.295106521411
1536192000000,2018-09-06 00:00,8277.295106521411,8277.295106521411
1538870400000,2018-10-07 00:00,8277.295106521411,8277.295106521411
1541548800000,2018-11-07 00:00,8217.240948133913,827.7295106521406
1544227200000,2018-12-08 00:00,7146.822132475507,7146.822132475507
1546905600000,2019-01-08 00:00,8068.858741026801,714.6822132475509
1549584000000,2019-02-08 00:00,7036.808933074618,7036.808933074618
1552262400000,2019-03-11 00:00,7650.460601607904,703.6808933074617
1554940800000,2019-04-11 00:00,9294.606850500903,703.6808933074617
1557619200000,2019-05-12 00:00,9922.843843352388,896.4786662258593
1560297600000,2019-06-12 00:00,13427.63206586752,896.4786662258593
1562976000000,2019-07-13 00:00,14067.394591695087,14067.394591695087
1565654400000,2019-08-13 00:00,14067.394591695087,14067.394591695087
1568332800000,2019-09-13 00:00,14067.394591695087,14067.394591695087
1571011200000,2019-10-14 00:00,12047.426476166283,12047.426476166283
1573689600000,2019-11-14 00:00,11726.779190908575,1204.7426476166274
1576368000000,2019-12-15 00:00,11339.338140579086,11339.338140579086
1579046400000,2020-01-15 00:00,13020.002543930535,1133.9338140579057
1581724800000,2020-02-15 00:00,20054.498027811882,1133.9338140579057
1584403200000,2020-03-17 00:00,16684.47574758273,16684.47574758273
1587081600000,2020-04-17 00:00,17229.43248848137,1668.4475747582728
1589760000000,2020-05-18 00:00,21260.75683604031,1668.4475747582728
1592438400000,2020-06-18 00:00,22752.219213382334,1668.4475747582728
1595116800000,2020-07-19 00:00,21588.494381768814,2180.041186578037
1597795200000,2020-08-19 00:00,35253.38959907618,2180.041186578037
1600473600000,2020-09-19 00:00,29359.05875994762,29359.05875994762
1603152000000,2020-10-20 00:00,28947.756431351856,2935.905875994762
1605830400000,2020-11-20 00:00,38942.54107977952,2935.905875994762
1608508800000,2020-12-21 00:00,45821.7198356818,2935.905875994762
1611187200000,2021-01-21 00:00,81352.61458374337,2935.905875994762
1613865600000,2021-02-21 00:00,139413.41972680233,2935.905875994762
1616544000000,2021-03-24 00:00,91831.2916667869,91831.2916667869
1619222400000,2021-04-24 00:00,108526.71257726765,9183.129166678686
1621900800000,2021-05-25 00:00,133387.21328634967,133387.21328634967
1624579200000,2021-06-25 00:00,133387.21328634967,133387.21328634967
1627257600000,2021-07-26 00:00,133327.21903749526,13338.721328634958
1629936000000,2021-08-26 00:00,179916.41203679924,13338.721328634958
1632614400000,2021-09-26 00:00,173593.62006719294,173593.62006719294
1635292800000,2021-10-27 00:00,198218.3317538055,17359.362006719282
1637971200000,2021-11-27 00:00,215308.7490481626,215308.7490481626
1640649600000,2021-12-28 00:00,193666.892986089,193666.892986089
1643328000000,2022-01-28 00:00,193666.892986089,193666.892986089
1646006400000,2022-02-28 00:00,172632.6327833816,172632.6327833816
1648684800000,2022-03-31 00:00,190657.34819812805,17263.263278338156
1651363200000,2022-05-01 00:00,176864.01415751685,176864.01415751685
1654041600000,2022-06-01 00:00,176864.01415751685,176864.01415751685
1656720000000,2022-07-02 00:00,176864.01415751685,176864.01415751685
1659398400000,2022-08-02 00:00,211519.45941084353,17686.401415751694
1662076800000,2022-09-02 00:00,210680.10406905858,210680.10406905858
1664755200000,2022-10-03 00:00,178313.34853838632,178313.34853838632
1667433600000,2022-11-03 00:00,186064.5677456472,17831.334853838634
1670112000000,2022-12-04 00:00,138942.93764567582,138942.93764567582
1672790400000,2023-01-04 00:00,127756.93147914595,127756.93147914595
1675468800000,2023-02-04 00:00,165829.21013035026,12775.693147914586
1678147200000,2023-03-07 00:00,142056.68733181106,142056.68733181106
1680825600000,2023-04-07 00:00,158548.21077802006,14205.668733181112
1683504000000,2023-05-08 00:00,149722.15138920755,149722.15138920755
1686182400000,2023-06-08 00:00,146313.0079893408,14972.215138920757
1688860800000,2023-07-09 00:00,137512.21213574213,13955.356103077691
1691539200000,2023-08-09 00:00,136601.85254316736,136601.85254316736
1694217600000,2023-09-09 00:00,136601.85254316736,136601.85254316736
1696896000000,2023-10-10 00:00,129807.65755935483,129807.65755935483
1699574400000,2023-11-10 00:00,158807.69579503353,12980.76575593547
1702252800000,2023-12-11 00:00,169153.11745327577,12980.76575593547
1704931200000,2024-01-11 00:00,196728.50900895282,12980.76575593547
1707609600000,2024-02-11 00:00,175226.0572551962,16976.952560971607
1710288000000,2024-03-13 00:00,269749.7286700266,16976.952560971607
1712966400000,2024-04-13 00:00,187746.73967924732,187746.73967924732
1715644800000,2024-05-14 00:00,187746.73967924732,187746.73967924732
1718323200000,2024-06-14 00:00,178709.3904346271,178709.3904346271
1721001600000,2024-07-15 00:00,178709.3904346271,178709.3904346271
1723680000000,2024-08-15 00:00,172000.17609923249,172000.17609923249
1726358400000,2024-09-15 00:00,172000.17609923249,172000.17609923249
1729036800000,2024-10-16 00:00,155230.85315241624,15630.040223309537
1731715200000,2024-11-16 00:00,156345.96188058818,14566.78559346724
1734393600000,2024-12-17 00:00,190746.3752596598,14566.78559346724
1737072000000,2025-01-17 00:00,153085.4163853701,153085.4163853701
1739750400000,2025-02-17 00:00,153085.4163853701,153085.4163853701
1742428800000,2025-03-20 00:00,153085.4163853701,153085.4163853701
1745107200000,2025-04-20 00:00,153085.4163853701,153085.4163853701
1747785600000,2025-05-21 00:00,212154.7726250407,15308.541638537019
1750464000000,2025-06-21 00:00,200911.6338354911,200911.6338354911
1753142400000,2025-07-22 00:00,281375.45789303136,20091.16338354911
1755820800000,2025-08-22 00:00,357110.17752595805,20091.16338354911
1758499200000,2025-09-22 00:00,303366.381020106,32029.436980367114
1761177600000,2025-10-23 00:00,261062.52320411356,261062.52320411356
1763856000000,2025-11-23 00:00,261062.52320411356,261062.52320411356
1766534400000,2025-12-24 00:00,235842.67435293642,235842.67435293642
1769212800000,2026-01-24 00:00,223803.2733085011,223803.2733085011
1771891200000,2026-02-24 00:00,223803.2733085011,223803.2733085011
1774569600000,2026-03-27 00:00,213675.07134555254,213675.07134555254
1777248000000,2026-04-27 00:00,219041.5222330003,21367.507134555257
1779926400000,2026-05-28 00:00,217191.35576566902,217191.35576566902
1782604800000,2026-06-28 00:00,217191.35576566902,217191.35576566902
1785283200000,2026-07-29 00:00,229162.081377734,21719.135576566885
1787961600000,2026-08-29 00:00,285913.80379579845,21719.135576566885
