trade_id,asset,side,entry_time,entry_price,exit_time,exit_price,quantity,pnl,pnl_pct,fees
1,ETH/USDT,LONG,2026-08-29T08:32:57.550093+00:00,1252.58598,2018-02-02 00:00,921.83885,7.18513550662606,-2392.09,-26.58,15.6235
2,ETH/USDT,LONG,2026-08-29T08:32:57.550537+00:00,511.71572999999995,2018-05-23 00:00,576.9014050000001,13.408193153003332,859.43,12.53,14.5964
3,ETH/USDT,LONG,2026-08-29T08:32:57.551075+00:00,469.524645,2018-07-30 00:00,456.001885,16.288395801583775,-235.34,-3.08,15.0753
4,ETH/USDT,LONG,2026-08-29T08:32:57.551725+00:00,220.85037,2018-11-14 00:00,187.336285,33.731279670798244,-1144.24,-15.36,13.7687
5,ETH/USDT,LONG,2026-08-29T08:32:57.551997+00:00,129.094515,2019-01-14 00:00,126.886525,49.82504422614668,-122.77,-1.91,12.7543
6,ETH/USDT,LONG,2026-08-29T08:32:57.552271+00:00,120.95044499999999,2019-04-28 00:00,157.771075,52.3613455061464,1913.38,30.21,14.5942
7,ETH/USDT,LONG,2026-08-29T08:32:57.553131+00:00,168.14403,2019-07-12 00:00,274.48269000000005,47.98450468941858,5081.37,62.98,21.2392
8,ETH/USDT,LONG,2026-08-29T08:32:57.554199+00:00,197.31860999999998,2019-09-26 00:00,165.83704,64.16351266880291,-2043.27,-16.14,23.3013
9,ETH/USDT,LONG,2026-08-29T08:32:57.554443+00:00,190.55523,2019-11-18 00:00,178.1109,56.90047881944597,-729.07,-6.72,20.9773
10,ETH/USDT,LONG,2026-08-29T08:32:57.554845+00:00,142.8714,2020-03-01 00:00,217.701095,71.4307015016384,5319.38,52.12,25.7559
11,ETH/USDT,LONG,2026-08-29T08:32:57.555330+00:00,164.712315,2020-06-27 00:00,220.82953,91.1651819891212,5080.79,33.84,35.148
12,ETH/USDT,LONG,2026-08-29T08:32:57.555808+00:00,241.72079999999997,2020-09-05 00:00,334.842495,81.16955876036458,7511.85,38.29,46.7994
13,ETH/USDT,LONG,2026-08-29T08:32:57.556319+00:00,374.34708,2021-02-26 00:00,1443.867705,70.58463734765303,75363.39,285.22,128.338
14,ETH/USDT,LONG,2026-08-29T08:32:57.557102+00:00,1834.0965899999999,2021-03-24 00:00,1581.04908,51.45078307477092,-13195.2,-13.98,175.7119
15,ETH/USDT,LONG,2026-08-29T08:32:57.557221+00:00,1841.38023,2021-05-20 00:00,2767.23569,44.883811150784545,41349.07,50.03,206.8522
16,ETH/USDT,LONG,2026-08-29T08:32:57.558808+00:00,2229.19404,2021-09-20 00:00,2975.79136,53.85286780944144,39926.1,33.26,280.3034
17,ETH/USDT,LONG,2026-08-29T08:32:57.559229+00:00,3388.003155,2021-11-19 00:00,4292.612620000001,46.11396474938456,41360.95,26.47,354.1836
18,ETH/USDT,LONG,2026-08-29T08:32:57.560067+00:00,4632.57513,2021-12-04 00:00,4115.191375,41.82940777116902,-22007.77,-11.36,365.9139
19,ETH/USDT,LONG,2026-08-29T08:32:57.562176+00:00,3141.339885,2022-02-19 00:00,2762.2481850000004,55.485942326638785,-21361.83,-12.26,327.5661
20,ETH/USDT,LONG,2026-08-29T08:32:57.562737+00:00,2940.38946,2022-04-14 00:00,3020.4690100000003,52.83972467546644,3916.41,2.52,314.9701
21,ETH/USDT,LONG,2026-08-29T08:32:57.564242+00:00,1339.319325,2022-08-22 00:00,1623.84767,118.84963486341479,33463.92,21.02,352.1713
22,ETH/USDT,LONG,2026-08-29T08:32:57.564926+00:00,1775.0070599999997,2022-09-15 00:00,1472.013625,106.82328985336699,-32713.61,-17.25,346.8574
23,ETH/USDT,LONG,2026-08-29T08:32:57.565177+00:00,1460.46987,2022-11-09 00:00,1102.178635,109.88382367966803,-39652.0,-24.71,281.5936
24,ETH/USDT,LONG,2026-08-29T08:32:57.565427+00:00,1280.82009,2022-12-16 00:00,1166.246585,97.63170085902404,-11424.92,-9.14,238.9113
25,ETH/USDT,LONG,2026-08-29T08:32:57.565585+00:00,1251.86562,2023-02-13 00:00,1504.48738,91.84790802964248,22949.61,19.96,253.1653
26,ETH/USDT,LONG,2026-08-29T08:32:57.565815+00:00,1675.75746,2023-03-04 00:00,1565.946635,81.07601710579353,-9165.85,-6.75,262.8245
27,ETH/USDT,LONG,2026-08-29T08:32:57.565970+00:00,1650.78498,2023-04-25 00:00,1865.16695,77.44861998843118,16331.28,12.77,272.3056
28,ETH/USDT,LONG,2026-08-29T08:32:57.566233+00:00,1994.2966499999998,2023-05-07 00:00,1869.4648000000002,71.60130743479968,-9214.77,-6.45,276.6504
29,ETH/USDT,LONG,2026-08-29T08:32:57.566366+00:00,1893.5462999999997,2023-06-10 00:00,1750.654235,71.16273642228172,-10427.92,-7.74,259.3313
30,ETH/USDT,LONG,2026-08-29T08:32:57.566502+00:00,1893.576315,2023-07-24 00:00,1849.075,66.32856776501205,-3199.95,-2.55,248.2447
31,ETH/USDT,LONG,2026-08-29T08:32:57.567049+00:00,1671.725445,2023-10-09 00:00,1579.3399350000002,73.54178143101161,-7033.28,-5.72,239.0891
32,ETH/USDT,LONG,2026-08-29T08:32:57.567177+00:00,1664.5318499999998,2024-01-24 00:00,2233.90249,70.18603567328518,39688.25,33.97,273.6157
33,ETH/USDT,LONG,2026-08-29T08:32:57.567751+00:00,2420.759775,2024-03-22 00:00,3334.681825,63.11761068846431,57321.31,37.52,363.2697
34,ETH/USDT,LONG,2026-08-29T08:32:57.568028+00:00,3562.2702449999997,2024-03-29 00:00,3507.98513,57.4657949863367,-3525.84,-1.72,406.2978
35,ETH/USDT,LONG,2026-08-29T08:32:57.568050+00:00,3647.1126449999997,2024-04-02 00:00,3277.32052,55.35916426969523,-20854.71,-10.33,383.3308
36,ETH/USDT,LONG,2026-08-29T08:32:57.568114+00:00,3547.4128199999996,2024-04-12 00:00,3235.811285,51.72131709510891,-16467.28,-8.98,350.8373
37,ETH/USDT,LONG,2026-08-29T08:32:57.568337+00:00,3663.61089,2024-06-13 00:00,3467.6653,46.12172820332527,-9366.26,-5.54,328.9068
38,ETH/USDT,LONG,2026-08-29T08:32:57.568672+00:00,3388.743525,2024-07-27 00:00,3247.3854950000004,47.46256251162129,-7024.18,-4.37,314.9677
39,ETH/USDT,LONG,2026-08-29T08:32:57.569037+00:00,2613.7062,2024-10-03 00:00,2348.6251,59.2263041994962,-15993.67,-10.33,293.9005
40,ETH/USDT,LONG,2026-08-29T08:32:57.569169+00:00,2631.104895,2024-10-27 00:00,2506.5461000000005,53.464368629737166,-6934.14,-4.93,274.6813
41,ETH/USDT,LONG,2026-08-29T08:32:57.569253+00:00,2568.76374,2024-11-02 00:00,2492.9828850000004,52.42866376299194,-4238.47,-3.15,265.3806
42,ETH/USDT,LONG,2026-08-29T08:32:57.569314+00:00,2896.9177349999995,2024-12-21 00:00,3337.2505400000005,45.25536529990741,19645.29,14.98,282.1296
43,ETH/USDT,LONG,2026-08-29T08:32:57.569648+00:00,3689.2937249999995,2025-01-07 00:00,3379.619345,40.39682421616688,-12795.42,-8.59,285.5616
44,ETH/USDT,LONG,2026-08-29T08:32:57.570227+00:00,1785.4923,2025-06-20 00:00,2405.286755,77.16464234924625,47502.84,34.48,323.38
45,ETH/USDT,LONG,2026-08-29T08:32:57.570596+00:00,2592.5456249999997,2025-09-08 00:00,4304.216815,69.74630213188323,118901.71,65.76,481.0237
