timestamp,datetime,value,cash
1514764800000,2018-01-01 00:00,10000.0,10000.0
1517443200000,2018-02-01 00:00,10000.0,10000.0
1520121600000,2018-03-04 00:00,10287.474974966566,1000.0
1522800000000,2018-04-04 00:00,8438.357258204038,8438.357258204038
1525478400000,2018-05-05 00:00,10127.861225635057,843.8357258204032
1528156800000,2018-06-05 00:00,9009.11934772944,9009.11934772944
1530835200000,2018-07-06 00:00,9009.11934772944,9009.11934772944
1533513600000,2018-08-06 00:00,8146.991143412835,8146.991143412835
1536192000000,2018-09-06 00:00,7563.239128361871,814.6991143412833
1538870400000,2018-10-07 00:00,7106.501244843884,708.8926060566682
1541548800000,2018-11-07 00:00,6539.096732364424,6539.096732364424
1544227200000,2018-12-08 00:00,6539.096732364424,6539.096732364424
1546905600000,2019-01-08 00:00,6488.257995406197,653.9096732364424
1549584000000,2019-02-08 00:00,5963.669733622599,5963.669733622599
1552262400000,2019-03-11 00:00,6240.220111778822,596.3669733622601
1554940800000,2019-04-11 00:00,7910.455794575425,596.3669733622601
1557619200000,2019-05-12 00:00,10752.987709908837,596.3669733622601
1560297600000,2019-06-12 00:00,12444.462861615462,596.3669733622601
1562976000000,2019-07-13 00:00,17150.26618198742,596.3669733622601
1565654400000,2019-08-13 00:00,14300.493868706033,1435.0082305495962
1568332800000,2019-09-13 00:00,13285.177665907298,13285.177665907298
1571011200000,2019-10-14 00:00,13176.479069070698,13176.479069070698
1573689600000,2019-11-14 00:00,12072.005399166603,1317.6479069070701
1576368000000,2019-12-15 00:00,11849.141959121434,11849.141959121434
1579046400000,2020-01-15 00:00,13304.856471829105,1184.9141959121425
1581724800000,2020-02-15 00:00,14793.24151083348,1184.9141959121425
1584403200000,2020-03-17 00:00,13249.140268394856,13249.140268394856
1587081600000,2020-04-17 00:00,12751.56623421408,1324.9140268394858
1589760000000,2020-05-18 00:00,17152.08462269861,1324.9140268394858
1592438400000,2020-06-18 00:00,16586.8778900812,1324.9140268394858
1595116800000,2020-07-19 00:00,15935.974147077695,15935.974147077695
1597795200000,2020-08-19 00:00,19297.07223143888,1593.5974147077686
1600473600000,2020-09-19 00:00,16858.997437503127,16858.997437503127
1603152000000,2020-10-20 00:00,18217.863864249386,1685.899743750313
1605830400000,2020-11-20 00:00,27581.376321301675,1685.899743750313
1608508800000,2020-12-21 00:00,33222.57026556805,1685.899743750313
1611187200000,2021-01-21 00:00,44508.20625053429,1685.899743750313
1613865600000,2021-02-21 00:00,72717.57271383994,4673.107868246145
1616544000000,2021-03-24 00:00,66666.88116239442,4673.107868246145
1619222400000,2021-04-24 00:00,68393.91685919427,68393.91685919427
1621900800000,2021-05-25 00:00,60088.840226466644,60088.840226466644
1624579200000,2021-06-25 00:00,60088.840226466644,60088.840226466644
1627257600000,2021-07-26 00:00,60061.81376159718,6008.884022646664
1629936000000,2021-08-26 00:00,74005.97335736567,6008.884022646664
1632614400000,2021-09-26 00:00,64454.923507900545,64454.923507900545
1635292800000,2021-10-27 00:00,76711.80573591366,6445.492350790053
1637971200000,2021-11-27 00:00,74846.97012212849,74846.97012212849
1640649600000,2021-12-28 00:00,74846.97012212849,74846.97012212849
1643328000000,2022-01-28 00:00,74846.97012212849,74846.97012212849
1646006400000,2022-02-28 00:00,66409.06337544012,66409.06337544012
1648684800000,2022-03-31 00:00,62969.6599595501,5828.394642187923
1651363200000,2022-05-01 00:00,58735.17425113421,58735.17425113421
1654041600000,2022-06-01 00:00,58735.17425113421,58735.17425113421
1656720000000,2022-07-02 00:00,58735.17425113421,58735.17425113421
1659398400000,2022-08-02 00:00,57785.51939278628,5873.51742511343
1662076800000,2022-09-02 00:00,52899.09566590674,52899.09566590674
1664755200000,2022-10-03 00:00,48132.3108961647,48132.3108961647
1667433600000,2022-11-03 00:00,47404.1532579283,4715.549337906341
1670112000000,2022-12-04 00:00,38335.339504241594,38335.339504241594
1672790400000,2023-01-04 00:00,37356.30883414785,37356.30883414785
1675468800000,2023-02-04 00:00,49501.62921062341,3735.630883414786
