trade_id,asset,side,entry_time,entry_price,exit_time,exit_price,quantity,pnl,pnl_pct,fees
1,DOGE/USDT,LONG,2026-08-29T08:33:00.921692+00:00,0.0027096541499999995,2019-09-24 00:00,0.002188905,3321457.0944413706,-1745.92,-19.4,16.2704
2,DOGE/USDT,LONG,2026-08-29T08:33:00.921829+00:00,0.00254277075,2019-11-19 00:00,0.00251524175,2927247.2310676733,-95.39,-1.28,14.8061
3,DOGE/USDT,LONG,2026-08-29T08:33:00.922240+00:00,0.0021760875,2020-02-24 00:00,0.00257561155,3387176.695356099,1337.16,18.14,16.0948
4,DOGE/USDT,LONG,2026-08-29T08:33:00.922684+00:00,0.00199529715,2020-06-13 00:00,0.00252283795,4304484.4540125625,2251.34,26.21,19.4482
5,DOGE/USDT,LONG,2026-08-29T08:33:00.923117+00:00,0.003137568,2020-08-25 00:00,0.0032890546500000005,3388751.2935248544,491.57,4.62,21.7782
6,DOGE/USDT,LONG,2026-08-29T08:33:00.923650+00:00,0.0026715351,2020-10-28 00:00,0.00257880995,4152838.247024159,-406.88,-3.67,21.8038
7,DOGE/USDT,LONG,2026-08-29T08:33:00.923707+00:00,0.002671335,2020-12-11 00:00,0.0030716634000000002,4023414.4527378874,1587.58,14.77,23.1065
8,DOGE/USDT,LONG,2026-08-29T08:33:00.923896+00:00,0.0034200091499999997,2021-03-02 00:00,0.050338818,3566512.741776102,167144.8,1370.32,191.7315
9,DOGE/USDT,LONG,2026-08-29T08:33:00.924280+00:00,0.0630052869,2021-03-25 00:00,0.051240367,2583916.221222698,-30694.77,-18.85,295.2012
10,DOGE/USDT,LONG,2026-08-29T08:33:00.924397+00:00,0.062182075499999996,2021-05-21 00:00,0.35760111,2178132.0600950965,642547.33,474.41,914.3432
11,DOGE/USDT,LONG,2026-08-29T08:33:00.924999+00:00,0.262020945,2021-09-08 00:00,0.25657165,2727096.016678797,-16275.0,-2.28,1414.2518
12,DOGE/USDT,LONG,2026-08-29T08:33:00.925283+00:00,0.25422704999999995,2021-11-16 00:00,0.23638175,2758092.027486955,-50572.12,-7.21,1353.1442
13,DOGE/USDT,LONG,2026-08-29T08:33:00.925775+00:00,0.1766883,2022-01-19 00:00,0.16141925000000001,3717759.0031950376,-58023.65,-8.83,1257.0024
14,DOGE/USDT,LONG,2026-08-29T08:33:00.925890+00:00,0.15817905,2022-02-12 00:00,0.1443278,3829802.586292333,-54206.09,-8.95,1158.5415
15,DOGE/USDT,LONG,2026-08-29T08:33:00.926101+00:00,0.1368684,2022-04-22 00:00,0.13623185000000002,4077286.91956084,-3708.91,-0.66,1113.5081
16,DOGE/USDT,LONG,2026-08-29T08:33:00.926252+00:00,0.15817905,2022-04-28 00:00,0.13743125,3513207.84725562,-73929.87,-13.3,1038.5404
17,DOGE/USDT,LONG,2026-08-29T08:33:00.926602+00:00,0.06909452999999999,2022-07-11 00:00,0.061719125,7093378.872907568,-53244.45,-10.86,927.9108
18,DOGE/USDT,LONG,2026-08-29T08:33:00.926661+00:00,0.07017506999999999,2022-07-25 00:00,0.061899035000000005,6313193.439350398,-53082.02,-11.98,833.8094
19,DOGE/USDT,LONG,2026-08-29T08:33:00.926704+00:00,0.069124545,2022-08-23 00:00,0.06880558,5728868.127098764,-2617.49,-0.66,790.1835
20,DOGE/USDT,LONG,2026-08-29T08:33:00.927024+00:00,0.06587291999999999,2022-10-11 00:00,0.060219875,5986691.117848735,-34597.91,-8.77,754.8786
21,DOGE/USDT,LONG,2026-08-29T08:33:00.927133+00:00,0.072686325,2022-11-14 00:00,0.085907025,5006472.595904264,65395.08,17.97,793.9933
22,DOGE/USDT,LONG,2026-08-29T08:33:00.927289+00:00,0.095177565,2022-12-14 00:00,0.08819588,4449286.543875075,-31879.4,-7.53,815.881
23,DOGE/USDT,LONG,2026-08-29T08:33:00.927518+00:00,0.08454225,2023-02-11 00:00,0.08220887500000001,4678312.841468358,-11696.37,-2.96,780.1139
24,DOGE/USDT,LONG,2026-08-29T08:33:00.927703+00:00,0.08833414499999999,2023-02-21 00:00,0.08541727,4366266.990163468,-13494.5,-3.5,758.6451
25,DOGE/USDT,LONG,2026-08-29T08:33:00.927893+00:00,0.076988475,2023-04-23 00:00,0.07874061,4860833.935125661,7759.86,2.07,756.9732
26,DOGE/USDT,LONG,2026-08-29T08:33:00.928334+00:00,0.06804400499999999,2023-07-10 00:00,0.065197385,5612446.613537855,-16724.31,-4.38,747.8102
27,DOGE/USDT,LONG,2026-08-29T08:33:00.928388+00:00,0.07045520999999999,2023-08-16 00:00,0.06713641499999999,5216285.537047958,-18029.5,-4.91,717.7172
28,DOGE/USDT,LONG,2026-08-29T08:33:00.928869+00:00,0.06745370999999999,2023-12-31 00:00,0.08950522500000001,5217413.375923168,114232.95,32.46,818.9196
29,DOGE/USDT,LONG,2026-08-29T08:33:00.929402+00:00,0.08227111499999999,2024-04-14 00:00,0.16203894,5536336.431054518,440268.93,96.66,1352.5827
30,DOGE/USDT,LONG,2026-08-29T08:33:00.929875+00:00,0.16581286499999998,2024-06-07 00:00,0.1481259,5143991.301363192,-92596.49,-10.86,1614.8983
31,DOGE/USDT,LONG,2026-08-29T08:33:00.930199+00:00,0.125492715,2024-08-02 00:00,0.11148423,6144233.157417508,-87527.44,-11.35,1456.0416
32,DOGE/USDT,LONG,2026-08-29T08:33:00.930477+00:00,0.10545269999999998,2024-10-10 00:00,0.10597698500000001,6577282.917339986,2057.74,0.3,1390.6329
33,DOGE/USDT,LONG,2026-08-29T08:33:00.930626+00:00,0.11143569,2024-12-18 00:00,0.35806088,6251998.583167245,1538965.05,220.89,2935.2919
34,DOGE/USDT,LONG,2026-08-29T08:33:00.931033+00:00,0.38249114999999995,2025-01-09 00:00,0.3208395,5449553.749419515,-339806.82,-16.3,3832.8382
35,DOGE/USDT,LONG,2026-08-29T08:33:00.931085+00:00,0.38556268499999996,2025-01-26 00:00,0.33588197500000005,4621893.060601606,-232953.37,-13.07,3334.4401
36,DOGE/USDT,LONG,2026-08-29T08:33:00.931559+00:00,0.17872932,2025-05-31 00:00,0.192413745,8814292.262249632,117347.16,7.45,3271.3634
37,DOGE/USDT,LONG,2026-08-29T08:33:00.931935+00:00,0.19516753499999998,2025-08-02 00:00,0.19088451000000003,8628121.124575816,-40285.36,-2.39,3330.9038
38,DOGE/USDT,LONG,2026-08-29T08:33:00.932080+00:00,0.240069975,2025-08-21 00:00,0.214622635,6875787.440446323,-178096.87,-10.79,3126.3697
39,DOGE/USDT,LONG,2026-08-29T08:33:00.932148+00:00,0.24066026999999998,2025-08-26 00:00,0.21828080500000002,6204583.200396859,-141702.79,-9.49,2847.5381
40,DOGE/USDT,LONG,2026-08-29T08:33:00.932231+00:00,0.24176082,2025-09-25 00:00,0.22280854000000003,5659423.809570922,-109888.18,-8.03,2629.1949
41,DOGE/USDT,LONG,2026-08-29T08:33:00.932353+00:00,0.25831909499999994,2025-10-10 00:00,0.19339325500000001,4922957.223582335,-321850.89,-25.31,2223.7606
42,DOGE/USDT,LONG,2026-08-29T08:33:00.932800+00:00,0.149604765,2026-01-19 00:00,0.12909542000000002,6577527.360153704,-136733.94,-13.9,1833.1581
43,DOGE/USDT,LONG,2026-08-29T08:33:00.933943+00:00,0.10309152,2026-03-20 00:00,0.09411292,8367504.280741683,-76778.58,-8.9,1650.109
44,DOGE/USDT,LONG,2026-08-29T08:33:00.934168+00:00,0.09492744,2026-05-22 00:00,0.10228883000000001,8374850.394855336,59998.88,7.55,1651.6568
45,DOGE/USDT,LONG,2026-08-29T08:33:00.934948+00:00,0.07507752,END,0.08443,11328139.1596309,104139.27,12.46,1806.9234
